"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"1492","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","Like","Verified Purchase","Reviewed in the United States on 12 January 2024","4.0 out of 5 stars"
"1493","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Little smaller that what was expected but besides that it’s great","I needed a table for in front of my console loveseat recliner. This fits perfectly in front of the console part. I have it sideways, so the draw opens towards my leg. I can still recline my seat without hitting the table. You can't beat the price for this.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"1494","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Jerm","It fits well in small space.  Drawer is spacious,  deep.  Sturdy construction.","Verified Purchase","Reviewed in the United States on 24 January 2024","4.0 out of 5 stars"
"1495","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","sl@okcl","Excellent all the way. Quality is the best and love the design.","Verified Purchase","Reviewed in the United States on 24 January 2024","5.0 out of 5 stars"
"1496","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","TATI","Looks just like advertised. Shorter than expected but I didn’t get the measurements before I ordered.","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"1497","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Housewithfourboys","It's very small for a nightstand","Verified Purchase","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars"
"1498","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Marlena Nichols","This is a really great little table for the price!! It is pretty sturdy, I am really impressed with it!! I definitely would recommend it!!","Verified Purchase","Reviewed in the United States on 10 January 2024","4.0 out of 5 stars"
"1499","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Rebecca K. Nash","Able to assemble with just one person. You will need a phillips screwdriver as that's not provided. I especially liked that no screws are visible from the outside of the night stand.","Verified Purchase","Reviewed in the United States on 2 January 2024","4.0 out of 5 stars"
"1500","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Ella Long","Easy to put together. Simple and well made","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1501","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","This product is exactly how I thought it would be when it arrived, no complaints!","Verified Purchase","Reviewed in the United States on 3 January 2024","4.4 out of 5 stars"
"1502","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Elizabeth Gallant","Like","Verified Purchase","Reviewed in the United States on 12 January 2024","4.0 out of 5 stars"
"1503","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Little smaller that what was expected but besides that it’s great","I needed a table for in front of my console loveseat recliner. This fits perfectly in front of the console part. I have it sideways, so the draw opens towards my leg. I can still recline my seat without hitting the table. You can't beat the price for this.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"1504","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Jerm","It fits well in small space.  Drawer is spacious,  deep.  Sturdy construction.","Verified Purchase","Reviewed in the United States on 24 January 2024","4.0 out of 5 stars"
"1505","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","sl@okcl","Excellent all the way. Quality is the best and love the design.","Verified Purchase","Reviewed in the United States on 24 January 2024","5.0 out of 5 stars"
"1506","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","TATI","Looks just like advertised. Shorter than expected but I didn’t get the measurements before I ordered.","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"1507","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Housewithfourboys","It's very small for a nightstand","Verified Purchase","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars"
"1508","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Marlena Nichols","This is a really great little table for the price!! It is pretty sturdy, I am really impressed with it!! I definitely would recommend it!!","Verified Purchase","Reviewed in the United States on 10 January 2024","4.0 out of 5 stars"
"1509","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Rebecca K. Nash","Able to assemble with just one person. You will need a phillips screwdriver as that's not provided. I especially liked that no screws are visible from the outside of the night stand.","Verified Purchase","Reviewed in the United States on 2 January 2024","4.0 out of 5 stars"
"1510","table","VECELO Modern Nightstands X-Design Side End Table Tall Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom,Lounge, Brown","Ella Long","Easy to put together. Simple and well made","Verified Purchase","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars"
"1511","table","VECELO Folding TV Trays Set of 2, Snack Eating Tables with Cup Holder, Suitable for Couch, Kitchen, Living Room and Bedroom, Stable Metal Frame, Easy Assembly and Storage, Dark Blue","Amie Gilroy","Took me forever to find what I wanted - glad I kept looking.  These are great.  Functional and cute.","Verified Purchase","Reviewed in the United States on 1 August 2023","4.3 out of 5 stars"
"1512","table","VECELO Folding TV Trays Set of 2, Snack Eating Tables with Cup Holder, Suitable for Couch, Kitchen, Living Room and Bedroom, Stable Metal Frame, Easy Assembly and Storage, Dark Blue","Devon","These tv trays are the perfect size, and very sturdy. I’ve used them as a merch table (I’m a musician) and as a tray for meals. They’re very well built, and the marble style tops are beautiful. It folds up very easily. It does require some assembly, but it’s worth it.","Verified Purchase","Reviewed in the United States on 10 October 2023","5.0 out of 5 stars"
"1513","table","VECELO Folding TV Trays Set of 2, Snack Eating Tables with Cup Holder, Suitable for Couch, Kitchen, Living Room and Bedroom, Stable Metal Frame, Easy Assembly and Storage, Dark Blue","Devon","I have a coffee table at my home and it has a glass but it's very hard when you have kids. I was looking for folding table and then I found this table that we can use instead of coffee table. I really like the quality and material. It's very sturdy and easy to assemble. I found these two set for very reasonable price. Thanks to Vecelo and Amazon.","Verified Purchase","Reviewed in the United States on 19 September 2023","5.0 out of 5 stars"
"1514","table","VECELO Folding TV Trays Set of 2, Snack Eating Tables with Cup Holder, Suitable for Couch, Kitchen, Living Room and Bedroom, Stable Metal Frame, Easy Assembly and Storage, Dark Blue","TrojanHorse🔒","＜良い点＞軽い・高さがちょうど良い・幅も奥行きもちょうど良い・折りたたむと本当にコンパクト＜悪い点＞天板に傷がついていた・組み立てが大変このくらいの高さの台って何かと重宝するんですよね。でもなかなか無く、部屋もそんなに広くないので仕舞えるものが良いと思っていたところ、これはちょうど良かったです。コーヒー色はウォルナットよりもかなりグレイッシュですが、モダンな家には良いと思います。品物は良かったのですが、２点入っていたうちの１点の天板に傷がついていました。しかも上に来る側の方です。裏だったら良かったのですが、表側で明らかに目立つので、できれば天板だけ交換していただきたいです。あとは付属品にミニドライバーまで入っていてとても親切だったのですが、下穴は空いているだけでネジを押し込まないといけないので、女性の力ではミニドライバーでの組み立ては難しいと思います。電動ドライバー必須。電動ドライバーさえあれば組み立ては簡単です。30分かかりません。天板を変えていただけたら評価を変えようと思います。","Verified Purchase","Reviewed in Japan on 11 October 2023","5.0 out of 5 stars"
